date,city_eng,value,city,latitude,longitude
2000-04-11,Nagano,4.0,長野,36.1544,137.9218
2000-04-12,Nagano,5.5,長野,36.1544,137.9218
2000-04-13,Nagano,7.0,長野,36.1544,137.9218
2000-04-14,Nagano,8.5,長野,36.1544,137.9218
2000-04-15,Nagano,10.0,長野,36.1544,137.9218
2000-04-12,Yamagata,1.0,山形,38.2554,140.3396
2000-04-13,Yamagata,2.8,山形,38.2554,140.3396
2000-04-14,Yamagata,4.6,山形,38.2554,140.3396
2000-04-15,Yamagata,6.4,山形,38.2554,140.3396
2000-04-16,Yamagata,8.2,山形,38.2554,140.3396
2000-04-17,Yamagata,10.0,山形,38.2554,140.3396
2000-04-16,Akita,1.0,秋田,39.72,140.1035
2000-04-17,Akita,3.25,秋田,39.72,140.1035
2000-04-18,Akita,5.5,秋田,39.72,140.1035
2000-04-19,Akita,7.75,秋田,39.72,140.1035
2000-04-20,Akita,10.0,秋田,39.72,140.1035
2000-04-16,Morioka,1.0,盛岡,39.702,141.1543
2000-04-17,Morioka,2.8,盛岡,39.702,141.1543
2000-04-18,Morioka,4.6,盛岡,39.702,141.1543
2000-04-19,Morioka,6.4,盛岡,39.702,141.1543
2000-04-20,Morioka,8.2,盛岡,39.702,141.1543
2000-04-21,Morioka,10.0,盛岡,39.702,141.1543
2000-04-19,Aomori,1.0,青森,40.8222,140.7474
2000-04-20,Aomori,2.5,青森,40.8222,140.7474
2000-04-21,Aomori,4.0,青森,40.8222,140.7474
2000-04-22,Aomori,5.5,青森,40.8222,140.7474
2000-04-23,Aomori,7.0,青森,40.8222,140.7474
2000-04-24,Aomori,8.5,青森,40.8222,140.7474
2000-04-25,Aomori,10.0,青森,40.8222,140.7474
2000-04-27,Hakodate,1.0,函館,41.7687,140.7291
2000-04-28,Hakodate,3.25,函館,41.7687,140.7291
2000-04-29,Hakodate,5.5,函館,41.7687,140.7291
2000-04-30,Hakodate,7.75,函館,41.7687,140.7291
2000-05-01,Hakodate,10.0,函館,41.7687,140.7291
2000-04-29,Sapporo,1.0,札幌,43.0618,141.3545
2000-04-30,Sapporo,2.8,札幌,43.0618,141.3545
2000-05-01,Sapporo,4.6,札幌,43.0618,141.3545
2000-05-02,Sapporo,6.4,札幌,43.0618,141.3545
2000-05-03,Sapporo,8.2,札幌,43.0618,141.3545
2000-05-04,Sapporo,10.0,札幌,43.0618,141.3545
2000-05-01,Obihiro,1.0,帯広,42.9233,143.1972
2000-05-02,Obihiro,5.5,帯広,42.9233,143.1972
2000-05-03,Obihiro,10.0,帯広,42.9233,143.1972
2000-05-02,Muroran,1.0,室蘭,42.3152,140.9738
2000-05-03,Muroran,2.8,室蘭,42.3152,140.9738
2000-05-04,Muroran,4.6,室蘭,42.3152,140.9738
2000-05-05,Muroran,6.4,室蘭,42.3152,140.9738
2000-05-06,Muroran,8.2,室蘭,42.3152,140.9738
2000-05-07,Muroran,10.0,室蘭,42.3152,140.9738
2000-05-03,Asahikawa,1.0,旭川,43.7709,142.365
2000-05-04,Asahikawa,10.0,旭川,43.7709,142.365
2000-05-07,Abashiri,1.0,網走,44.0206,144.2735
2000-05-08,Abashiri,3.25,網走,44.0206,144.2735
2000-05-09,Abashiri,5.5,網走,44.0206,144.2735
2000-05-10,Abashiri,7.75,網走,44.0206,144.2735
2000-05-11,Abashiri,10.0,網走,44.0206,144.2735
2000-05-11,Wakkanai,1.0,稚内,45.4156,141.6734
2000-05-12,Wakkanai,3.25,稚内,45.4156,141.6734
2000-05-13,Wakkanai,5.5,稚内,45.4156,141.6734
2000-05-14,Wakkanai,7.75,稚内,45.4156,141.6734
2000-05-15,Wakkanai,10.0,稚内,45.4156,141.6734
2000-05-15,Kushiro,1.0,釧路,42.9849,144.3818
2000-05-16,Kushiro,3.25,釧路,42.9849,144.3818
2000-05-17,Kushiro,5.5,釧路,42.9849,144.3818
2000-05-18,Kushiro,7.75,釧路,42.9849,144.3818
2000-05-19,Kushiro,10.0,釧路,42.9849,144.3818
